DATES,Timestamp,S&P 500,All World Index,High Yield,HFRXGL Index,Gold,Emerging Markets,Russell 2000,Oil,Frontier Markets,Biotech,Bitcoin,Ethereum
7/28/2018,1532736000,5554.31,252.919,1971.04,1266.11,1224.22,44.69,1663.34,68.69,29.67,94.97,8192.15,466.9
7/29/2018,1532822400,5554.31,252.919,1971.04,1266.11,1224.22,44.69,1663.34,68.69,29.67,94.97,8218.46,466.67
7/30/2018,1532908800,5522.81,252.0622,1972.41,1263.51,1221.45,44.62,1653.132,70.13,29.55,93.42,8180.48,457.08
7/31/2018,1532995200,5549.96,252.5035,1974.4,1262.9,1224.15,44.86,1670.805,68.76,29.72,95.29,7780.44,433.87
8/1/2018,1533081600,5544.19,252.1039,1974.99,1263.79,1215.96,44.46,1669.263,67.66,30.02,95.37,7624.91,420.75
8/2/2018,1533168000,5572.08,251.4253,1975.45,1262.71,1207.83,43.87,1682.099,68.96,29.61,95.98,7567.15,412.62
8/3/2018,1533254400,5598.71,252.4132,1977.59,1263.22,1214.9,44.21,1673.372,68.49,29.57,94.71,7434.39,418.26
8/4/2018,1533340800,5598.71,252.4132,1977.59,1263.22,1214.9,44.21,1673.372,68.49,29.57,94.71,7032.85,407.25
8/5/2018,1533427200,5598.71,252.4132,1977.59,1263.22,1214.9,44.21,1673.372,68.49,29.57,94.71,7068.48,410.52
8/6/2018,1533513600,5619.05,252.5679,1979.74,1264.03,1207.64,43.87,1684.311,69.01,29.75,94.89,6951.8,406.66
8/7/2018,1533600000,5634.98,253.7926,1982.41,1265.02,1210.97,44.32,1688.3,69.17,29.54,95.95,6753.12,380.22
8/8/2018,1533686400,5633.67,253.7263,1982.59,1264.29,1213.88,44.26,1686.882,66.94,29.42,95.41,6305.8,356.61
8/9/2018,1533772800,5627,253.5439,1982.46,1264.6,1212.47,44.13,1690.887,66.81,29.18,95.25,6568.23,365.59
8/10/2018,1533859200,5588.66,250.6661,1979.96,1262.32,1210.57,43.19,1686.804,67.63,28.8,94.95,6184.71,334.18
8/11/2018,1533945600,5588.66,250.6661,1979.96,1262.32,1210.57,43.19,1686.804,67.63,28.8,94.95,6295.73,322.11
8/12/2018,1534032000,5588.66,250.6661,1979.96,1262.32,1210.57,43.19,1686.804,67.63,28.8,94.95,6322.69,319.57
8/13/2018,1534118400,5566.36,248.8745,1979.42,1257.97,1193.5,42.48,1675.315,67.2,28.4,94.5,6297.57,286.5
8/14/2018,1534204800,5602.41,249.9014,1979.87,1260.6,1194.09,42.74,1692.578,67.04,28.51,94.89,6199.71,278.93
8/15/2018,1534291200,5560.85,247.1828,1977.83,1257.47,1174.85,41.51,1670.666,65.01,28.37,93.08,6308.52,282.36
8/16/2018,1534377600,5606.56,248.7896,1979.5,1259.56,1174.16,41.77,1685.752,65.46,28.71,93.92,6334.73,288.05
8/17/2018,1534464000,5625.66,249.572,1980.33,1260.83,1184.25,42.21,1692.947,65.91,28.75,93.99,6580.63,315.73
8/18/2018,1534550400,5625.66,249.572,1980.33,1260.83,1184.25,42.21,1692.947,65.91,28.75,93.99,6423.76,295.81
8/19/2018,1534636800,5625.66,249.572,1980.33,1260.83,1184.25,42.21,1692.947,65.91,28.75,93.99,6506.07,300.83
8/20/2018,1534723200,5639.53,250.6166,1982.34,1261.13,1190.48,42.4,1698.693,66.43,28.78,93.3,6308.53,274.32
8/21/2018,1534809600,5651.39,251.5956,1984.15,1262.25,1195.99,42.94,1718.045,67.35,28.91,95.13,6488.76,281.94
8/22/2018,1534896000,5649.31,252.209,1986.14,1262.99,1195.8,43.28,1722.542,67.86,28.9792,96.7,6376.71,271.34
8/23/2018,1534982400,5640.1,251.4611,1986.55,1263.55,1185.56,42.58,1717.051,67.83,28.82,96.03,6534.88,277.1
8/24/2018,1535068800,5675.12,252.8066,1987.43,1263.83,1205.35,43.37,1725.671,68.72,28.74,96.4,6719.96,282.97
8/25/2018,1535155200,5675.12,252.8066,1987.43,1263.83,1205.35,43.37,1725.671,68.72,28.74,96.4,6763.19,279.65
8/26/2018,1535241600,5675.12,252.8066,1987.43,1263.83,1205.35,43.37,1725.671,68.72,28.74,96.4,6707.26,275.2
8/27/2018,1535328000,5719.3,255.2334,1989.36,1266.81,1211.38,43.99,1728.406,68.87,28.63,98,6884.64,285.6
8/28/2018,1535414400,5720.89,255.5459,1989.85,1268.05,1201,43.83,1728.422,68.53,28.47,98.66,7096.28,296.5
8/29/2018,1535500800,5754,256.4188,1989.98,1270.04,1206.6,44.1,1734.749,69.51,28.35,99.55,7047.16,289.31
8/30/2018,1535587200,5729.45,255.1534,1989.32,1269.71,1199.98,42.95,1732.354,70.25,27.52,99.93,6978.23,284.11
8/31/2018,1535673600,5730.8,254.4873,1988.97,1268.61,1201.15,43.17,1740.753,69.8,27.94,100.14,7037.58,283
9/1/2018,1535760000,5730.8,254.4873,1988.97,1268.61,1201.15,43.17,1740.753,69.8,27.94,100.14,7193.25,295.34
9/2/2018,1535846400,5730.8,254.4873,1988.97,1268.61,1201.15,43.17,1740.753,69.8,27.94,100.14,7272.72,294.37
9/3/2018,1535932800,5730.8,254.0404,1988.97,1268.61,1201.27,43.17,1740.753,69.8,27.94,100.14,7260.06,289.26
9/4/2018,1536019200,5721.86,252.7658,1989.14,1266.84,1191.52,42.33,1733.377,69.87,27.57,100.01,7361.66,285.72
9/5/2018,1536105600,5705.86,251.2324,1987.29,1262.5,1196.73,41.72,1727.645,68.72,27.61,99.24,6792.83,232.33
9/6/2018,1536192000,5686.7,250.2976,1987.11,1256.74,1199.98,41.76,1714.468,67.77,27.85,96.69,6529.17,230.22
9/7/2018,1536278400,5674.58,249.7681,1986.28,1256.78,1196.93,41.55,1713.18,67.75,27.75,96.41,6467.07,217.2
9/8/2018,1536364800,5674.58,249.7681,1986.28,1256.78,1196.93,41.55,1713.18,67.75,27.75,96.41,6225.98,197.95
9/9/2018,1536451200,5674.58,249.7681,1986.28,1256.78,1196.93,41.55,1713.18,67.75,27.75,96.41,6300.86,196.92
9/10/2018,1536537600,5685.34,249.981,1988.11,1256.77,1195.88,41.14,1717.467,67.54,27.65,96.56,6329.7,197.08
9/11/2018,1536624000,5706.99,250.303,1989.31,1259.34,1198.59,41.23,1718.404,69.25,27.61,96.54,6321.2,185.07
9/12/2018,1536710400,5709.08,250.8676,1991.72,1258.6,1206.24,41.44,1715.696,70.37,27.64,96.23,6351.8,183.33
9/13/2018,1536796800,5740.75,252.2967,1994.47,1258.26,1201.47,42,1714.32,68.59,27.7,95.9,6517.31,211.35
9/14/2018,1536883200,5743.19,253.0118,1995.28,1260.5,1194.85,41.96,1721.719,68.99,27.65,95.83,6512.71,211.75
9/15/2018,1536969600,5743.19,253.0118,1995.28,1260.5,1194.85,41.96,1721.719,68.99,27.65,95.83,6543.2,223.07
9/16/2018,1537056000,5743.19,253.0118,1995.28,1260.5,1194.85,41.96,1721.719,68.99,27.65,95.83,6517.18,220.59
9/17/2018,1537142400,5711.29,252.0608,1996.28,1259.59,1201.46,41.58,1703.548,68.91,27.62,94.3,6281.2,197.88
9/18/2018,1537228800,5742.18,253.3818,1997.3,1262.45,1198.36,41.98,1710.971,69.85,27.92,95.45,6371.3,209.98
9/19/2018,1537315200,5749.39,254.2663,1996.61,1261.71,1204.04,42.56,1702.934,71.12,28.05,95.57,6398.54,209.97
9/20/2018,1537401600,5794.72,256.2984,1996.37,1263.09,1207.18,43.03,1720.184,70.8,28.55,97.16,6519.67,224.59
9/21/2018,1537488000,5792.72,257.1441,1996.64,1263.1,1200.04,43.23,1712.316,70.78,28.7,95.54,6734.95,246.58
9/22/2018,1537574400,5792.72,257.1441,1996.64,1263.1,1200.04,43.23,1712.316,70.78,28.7,95.54,6721.98,240.48
9/23/2018,1537660800,5792.72,257.1441,1996.64,1263.1,1200.04,43.23,1712.316,70.78,28.7,95.54,6710.63,244.33
9/24/2018,1537747200,5772.36,256.18,1996.43,1262.64,1199.03,42.74,1705.318,72.08,28.77,96.62,6595.41,228.73
9/25/2018,1537833600,5765.25,256.3026,1995.94,1262.09,1201.22,42.91,1708.805,72.28,28.89,96.9,6446.47,218.51
9/26/2018,1537920000,5746.27,256.0464,1997.12,1259.45,1194.44,43,1691.608,71.57,28.82,96.12,6495,215.85
9/27/2018,1538006400,5763.22,256.1633,1998.2,1258.94,1182.83,43.21,1690.526,72.12,28.67,95.99,6676.75,228.49
9/28/2018,1538092800,5763.42,255.5949,2000.04,1259.88,1190.88,42.92,1696.571,73.25,28.44,95.87,6644.13,222.4
9/29/2018,1538179200,5763.42,255.5949,2000.04,1259.88,1190.88,42.92,1696.571,73.25,28.44,95.87,6601.96,231.64
9/30/2018,1538265600,5763.42,255.5949,2000.04,1259.88,1190.88,42.92,1696.571,73.25,28.44,95.87,6625.56,232.85
10/1/2018,1538352000,5784.45,255.9929,2003.87,1261.03,1188.99,42.93,1672.992,75.3,28.5,94.59,6589.62,230.77
10/2/2018,1538438400,5782.37,255.1674,2004.71,1258.52,1203.32,42.39,1656.042,75.23,28.73,93.2,6556.1,227.18
10/3/2018,1538524800,5786.48,255.218,2004.36,1262.65,1197.35,42.04,1671.294,76.41,28.57,94.9,6502.59,220.49
10/4/2018,1538611200,5740.56,252.694,1995.13,1257.44,1199.92,40.99,1646.911,74.33,28.27,91.84,6576.69,222.22
10/5/2018,1538697600,5708.9,250.9787,1991.31,1252.56,1203.63,40.84,1632.112,74.34,27.98,90.45,6622.48,227.6
10/6/2018,1538784000,5708.9,250.9787,1991.31,1252.56,1203.63,40.84,1632.112,74.34,27.98,90.45,6588.31,225.12
10/7/2018,1538870400,5708.9,250.9787,1991.31,1252.56,1203.63,40.84,1632.112,74.34,27.98,90.45,6602.95,226.12
10/8/2018,1538956800,5706.66,250.0247,1991.31,1249.25,1188.08,40.9,1629.515,74.29,28.24,89.5,6652.23,229.26
10/9/2018,1539043200,5700.23,249.485,1986.14,1245.53,1189.77,40.75,1621.865,74.96,27.96,88.41,6642.64,227.98
10/10/2018,1539129600,5512.94,244.1247,1979.22,1237.82,1194.79,39.54,1575.412,73.17,27.5,85.44,6585.53,225.77
10/11/2018,1539216000,5399.54,238.7137,1979.25,1229.39,1224.09,39.14,1545.38,70.97,27.3,84.41,6256.24,189.5
10/12/2018,1539302400,5476.83,241.3368,1982.23,1229.62,1217.05,40.29,1546.679,71.34,27.74,86.1,6274.58,196.73
10/13/2018,1539388800,5476.83,241.3368,1982.23,1229.62,1217.05,40.29,1546.679,71.34,27.74,86.1,6285.99,199.84
10/14/2018,1539475200,5476.83,241.3368,1982.23,1229.62,1217.05,40.29,1546.679,71.34,27.74,86.1,6290.93,195.72
10/15/2018,1539561600,5444.61,240.2454,1984.08,1229.54,1227.06,39.86,1553.095,71.78,27.3,84.94,6596.54,209.7
10/16/2018,1539648000,5561.8,244.3579,1987.23,1233.55,1224.95,40.86,1596.837,71.92,27.58,89.45,6596.11,210.12
10/17/2018,1539734400,5560.62,244.1597,1986.77,1234.24,1222.29,40.36,1589.604,69.75,27.31,89.3,6544.43,207.08
10/18/2018,1539820800,5481.13,241.2205,1982.11,1230.93,1225.81,39.3,1560.752,68.65,26.94,87.54,6476.71,203.35
10/19/2018,1539907200,5479.3,241.0176,1981.2,1230.09,1226.49,39.67,1542.042,69.12,27.02,85.42,6465.41,203.73
10/20/2018,1539993600,5479.3,241.0176,1981.2,1230.09,1226.49,39.67,1542.042,69.12,27.02,85.42,6489.19,205.43
10/21/2018,1540080000,5479.3,241.0176,1981.2,1230.09,1226.49,39.67,1542.042,69.12,27.02,85.42,6482.35,205.14
10/22/2018,1540166400,5455.88,240.4012,1981.43,1227.84,1222.1,40.1,1539.501,69.17,26.86,83.49,6487.16,204.04
10/23/2018,1540252800,5426.08,237.767,1974.82,1224.1,1230.3,39.66,1526.587,66.43,26.98,83.42,6475.74,204.34
10/24/2018,1540339200,5258.61,232.8569,1975.77,1216.23,1233.79,38.38,1468.698,66.82,26.56,77.28,6495.84,203.85
10/25/2018,1540425600,5356.54,234.5902,1972.41,1219.69,1232.17,39.12,1500.396,67.33,26.8,80.44,6476.29,202.72
10/26/2018,1540512000,5263.74,231.7985,1967.28,1215.2,1233.53,38.67,1483.821,67.59,26.81,80.42,6474.75,203.33
10/27/2018,1540598400,5263.74,231.7985,1967.28,1215.2,1233.53,38.67,1483.821,67.59,26.81,80.42,6480.38,204.21
10/28/2018,1540684800,5263.74,231.7985,1967.28,1215.2,1233.53,38.67,1483.821,67.59,26.81,80.42,6486.39,205.37
10/29/2018,1540771200,5229.28,231.0277,1967.85,1211.47,1229.42,38,1477.306,67.04,26.61,77.92,6332.63,197.25
10/30/2018,1540857600,5311.67,233.3195,1963.94,1213.87,1222.93,38.74,1506.637,66.18,26.91,78.36,6334.27,197.56
10/31/2018,1540944000,5369.49,236.4409,1968.07,1220.75,1214.76,39.16,1511.413,65.31,27.07,79.11,6317.61,197.38
11/1/2018,1541030400,5426.33,238.8467,1969.71,1225.29,1233.43,40.56,1544.98,63.69,27.53,83.74,6377.78,198.87
11/2/2018,1541116800,5392.53,239.098,1971.7,1224.79,1232.89,40.82,1547.981,63.14,27.57,83.96,6388.44,200.64
11/3/2018,1541203200,5392.53,239.098,1971.7,1224.79,1232.89,40.82,1547.981,63.14,27.57,83.96,6361.26,200.19
11/4/2018,1541289600,5392.53,239.098,1971.7,1224.79,1232.89,40.82,1547.981,63.14,27.57,83.96,6376.13,207.49
11/5/2018,1541376000,5422.88,239.399,1973.22,1224.43,1231.49,40.93,1547.512,63.1,27.62,83.51,6419.66,209.09
11/6/2018,1541462400,5457.25,240.4443,1975.01,1225.05,1227.19,40.86,1556.098,62.21,27.5,83.24,6461.01,218.45
11/7/2018,1541548800,5573.06,244.1204,1980.27,1227.79,1226.49,41.63,1582.159,61.67,27.7,85.34,6530.14,217.18
11/8/2018,1541635200,5562,243.8692,1981.27,1225.69,1224,40.55,1578.209,60.67,27.4,84.21,6453.72,212.23
11/9/2018,1541721600,5511.79,241.4051,1973.92,1221.09,1209.65,39.8,1549.493,60.19,27.3,80.78,6385.62,210.07
11/10/2018,1541808000,5511.79,241.4051,1973.92,1221.09,1209.65,39.8,1549.493,60.19,27.3,80.78,6409.22,212.53
11/11/2018,1541894400,5511.79,241.4051,1973.92,1221.09,1209.65,39.8,1549.493,60.19,27.3,80.78,6411.27,211.34
11/12/2018,1541980800,5403.19,237.5602,1973.92,1215.08,1200.37,39.24,1518.794,59.93,27.1,77.66,6371.27,210.42
11/13/2018,1542067200,5395.37,237.3475,1966.07,1213.07,1202.23,39.69,1514.802,55.69,26.85,77.28,6359.49,206.83
11/14/2018,1542153600,5355.94,236.2477,1958.78,1211.79,1210.88,39.93,1502.505,56.25,27.01,74.93,5738.35,181.4
11/15/2018,1542240000,5414.43,237.8123,1951.67,1211.81,1213.36,40.82,1524.122,56.46,27.26,77.55,5648.03,180.81
11/16/2018,1542326400,5426.86,238.5367,1948.39,1209.8,1223.36,40.9,1527.533,56.46,27.2,79.52,5575.55,175.18
11/17/2018,1542412800,5426.86,238.5367,1948.39,1209.8,1223.36,40.9,1527.533,56.46,27.2,79.52,5554.33,174
11/18/2018,1542499200,5426.86,238.5367,1948.39,1209.8,1223.36,40.9,1527.533,56.46,27.2,79.52,5623.54,177.07
11/19/2018,1542585600,5336.7,236.2889,1946.5,1207.79,1224.17,40.35,1496.541,56.76,27.17,76.91,4871.49,149.18
11/20/2018,1542672000,5240.23,232.4621,1940.96,1204.77,1221.66,39.48,1469.009,53.43,27.07,76.45,4451.87,130.34
11/21/2018,1542758400,5256.61,233.3556,1945.5,1208.93,1226.04,40.21,1488.279,54.63,27.21,77.87,4602.17,136.7
11/22/2018,1542844800,5256.61,233.3296,1945.5,1208.93,1228.64,40.21,1488.279,54.63,27.21,77.87,4365.94,126.71
11/23/2018,1542931200,5222.43,232.2188,1942.68,1209.88,1223.05,39.74,1488.681,50.42,27.15,78.09,4347.11,123.3
11/24/2018,1543017600,5222.43,232.2188,1942.68,1209.88,1223.05,39.74,1488.681,50.42,27.15,78.09,3880.76,113.49
11/25/2018,1543104000,5222.43,232.2188,1942.68,1209.88,1223.05,39.74,1488.681,50.42,27.15,78.09,4009.97,116.45
11/26/2018,1543190400,5304.17,234.9456,1945.27,1209.86,1222.4,40.23,1505.958,51.63,27.27,79.89,3779.13,108.34
11/27/2018,1543276800,5321.52,235.1428,1942.31,1207.68,1215.05,40.51,1492.855,51.56,27.43,77.97,3820.72,110.01
11/28/2018,1543363200,5444.12,238.5624,1948.73,1210.35,1221.23,41.48,1530.384,50.29,27.65,80.93,4257.42,122.44
11/29/2018,1543449600,5433.49,239.295,1950.58,1211.17,1224.21,41.12,1525.387,51.45,27.65,80.45,4278.85,117.54
11/30/2018,1543536000,5478.91,239.8989,1951.14,1213.22,1220.52,41.08,1533.266,50.93,27.6,81.65,4017.27,113.17
12/1/2018,1543622400,5478.91,239.8989,1951.14,1213.22,1220.52,41.08,1533.266,50.93,27.6,81.65,4214.67,118.64
12/2/2018,1543708800,5478.91,239.8989,1951.14,1213.22,1220.52,41.08,1533.266,50.93,27.6,81.65,4139.88,116.39
12/3/2018,1543795200,5538.86,243.1385,1959.51,1216.39,1230.67,41.91,1548.957,52.95,27.96,84.63,3894.13,108.93
12/4/2018,1543881600,5359.91,237.8966,1956.3,1209.01,1238.54,41.02,1480.751,53.25,27.73,80.46,3956.89,110.21
12/5/2018,1543968000,5359.91,236.7006,1956.3,1209.01,1237.29,41.02,1480.751,52.89,27.73,80.46,3753.99,102.48
12/6/2018,1544054400,5353.43,234.2535,1944.49,1205.84,1237.78,40.64,1477.412,51.49,27.93,80.7,3521.1,91.76
12/7/2018,1544140800,5229.44,231.6676,1948.32,1202.01,1249.31,39.88,1448.089,52.61,27.67,78.19,3419.94,93.29
12/8/2018,1544227200,5229.44,231.6676,1948.32,1202.01,1249.31,39.88,1448.089,52.61,27.67,78.19,3476.11,92.16
12/9/2018,1544313600,5229.44,231.6676,1948.32,1202.01,1249.31,39.88,1448.089,52.61,27.67,78.19,3614.23,95.14
12/10/2018,1544400000,5238.7,229.8684,1944.24,1198.97,1244.46,39.46,1443.095,51,27.41,79.13,3502.66,91.69
12/11/2018,1544486400,5237.1,230.1182,1947.61,1198.5,1243.25,39.76,1440.134,51.65,27.45,78.87,3424.59,88.95
12/12/2018,1544572800,5265.53,232.7194,1952.79,1200.4,1245.66,40.41,1455.323,51.15,27.44,80.08,3486.95,90.59
12/13/2018,1544659200,5265.46,232.7684,1953.5,1197.18,1241.99,40.4,1432.7,52.58,27.4,77.87,3313.68,86.54
12/14/2018,1544745600,5165.6,229.0858,1950.56,1195.76,1239.02,39.83,1410.813,51.2,27.28,76.79,3242.48,84.31
12/15/2018,1544832000,5165.6,229.0858,1950.56,1195.76,1239.02,39.83,1410.813,51.2,27.28,76.79,3236.76,84.44
12/16/2018,1544918400,5165.6,229.0858,1950.56,1195.76,1239.02,39.83,1410.813,51.2,27.28,76.79,3252.84,85.26
12/17/2018,1545004800,5058.58,226.0404,1946.08,1192,1245.85,39.46,1378.144,49.88,27.03,75.05,3545.86,95.13
12/18/2018,1545091200,5059.34,225.2848,1937.74,1192.34,1249.42,39.14,1377.176,46.24,26.93,73.65,3696.06,101.11
12/19/2018,1545177600,4981.92,223.8115,1932.69,1189.86,1243.08,38.49,1349.229,47.2,26.1,71.16,3745.95,101.27
12/20/2018,1545264000,4903.46,220.4869,1907.94,1184.27,1259.86,38.79,1326.002,45.88,26.16,68.66,4134.44,116.22
12/21/2018,1545350400,4802.51,217.5167,1904.43,1181.16,1256.94,38.52,1292.086,45.59,26.01,65.74,3896.54,109.5
12/22/2018,1545436800,4802.51,217.5167,1904.43,1181.16,1256.94,38.52,1292.086,45.59,26.01,65.74,4014.18,116.76
12/23/2018,1545523200,4802.51,217.5167,1904.43,1181.16,1256.94,38.52,1292.086,45.59,26.01,65.74,3998.98,130.77
12/24/2018,1545609600,4672.66,214.0627,1898.08,1176.89,1269.22,38.16,1266.925,42.53,26.15,65.42,4078.6,140.24
12/25/2018,1545696000,4672.66,213.1921,1898.08,1176.89,1268.54,38.16,1266.925,42.53,26.15,65.42,3815.49,129.84
12/26/2018,1545782400,4904.49,219.0025,1896.4,1182.18,1267.14,38.92,1329.811,46.22,26.47,70.26,3857.3,131.87
12/27/2018,1545868800,4946.94,220.3458,1899.56,1184.36,1275.71,38.87,1331.817,44.61,26.57,69.58,3654.83,116.58
12/28/2018,1545955200,4941.61,221.5366,1906.39,1186.21,1280.71,39.24,1337.923,45.33,26.27,70.09,3923.92,137.65
12/29/2018,1546041600,4941.61,221.5366,1906.39,1186.21,1280.71,39.24,1337.923,45.33,26.27,70.09,3820.41,138.02
12/30/2018,1546128000,4941.61,221.5366,1906.39,1186.21,1280.71,39.24,1337.923,45.33,26.27,70.09,3865.95,139.86
12/31/2018,1546214400,4984.22,223.0018,1909.36,1189.86,1282.49,39.06,1348.559,45.41,26.15,71.75,3742.7,133.37
1/1/2019,1546300800,4984.22,223.0117,1909.36,1189.86,1282.6,39.06,1348.559,45.41,26.15,71.75,3843.52,140.82
1/2/2019,1546387200,4990.56,222.4418,1910.52,1193.19,1284.59,39.16,1355.906,46.54,26.47,72.86,3943.41,155.05
1/3/2019,1546473600,4868.3,219.3768,1912.37,1191.62,1294.28,38.45,1330.831,47.09,26.24,71.21,3836.74,149.14
1/4/2019,1546560000,5035.45,225.1209,1932.54,1197.02,1286.05,39.69,1380.747,47.96,26.9,75.02,3857.72,154.58
1/5/2019,1546646400,5035.45,225.1209,1932.54,1197.02,1286.05,39.69,1380.747,47.96,26.9,75.02,3845.19,155.64
1/6/2019,1546732800,5035.45,225.1209,1932.54,1197.02,1286.05,39.69,1380.747,47.96,26.9,75.02,4076.63,157.75
1/7/2019,1546819200,5070.76,227.1027,1947.64,1200.46,1289.21,39.78,1405.365,48.52,26.97,79.5,4025.25,151.7
1/8/2019,1546905600,5120.04,228.7144,1957.67,1202.31,1285.39,39.93,1426.552,49.78,27.03,80.48,4030.85,150.36
1/9/2019,1546992000,5142.66,230.8488,1967.12,1203.2,1293.56,40.64,1438.807,52.36,27.16,80.82,4035.3,150.8
1/10/2019,1547078400,5165.89,231.6942,1967.82,1205.88,1286.65,40.93,1445.432,52.59,27.41,82.16,3678.92,128.63
1/11/2019,1547164800,5165.15,231.7064,1969.14,1207.28,1290.25,40.73,1447.385,51.59,27.56,82,3687.37,127.55
1/12/2019,1547251200,5165.15,231.7064,1969.14,1207.28,1290.25,40.73,1447.385,51.59,27.56,82,3661.3,125.97
1/13/2019,1547337600,5165.15,231.7064,1969.14,1207.28,1290.25,40.73,1447.385,51.59,27.56,82,3552.95,116.9
1/14/2019,1547424000,5138.58,230.5489,1966.92,1206.24,1291.72,40.39,1432.814,50.51,27.41,80.12,3706.05,129.07
1/15/2019,1547510400,5193.78,232.5062,1969.3,1208.51,1289.51,40.67,1445.218,52.11,27.65,82.2,3630.68,122.03
1/16/2019,1547596800,5205.45,232.9272,1975.25,1209.59,1293.67,41.17,1454.697,52.31,27.7,81.91,3655.01,123.55
1/17/2019,1547683200,5245.48,233.8816,1976.59,1209.7,1292.05,41.35,1467.249,52.07,27.84,82.4,3678.56,123.74
1/18/2019,1547769600,5314.78,236.7564,1982.64,1210.55,1282.11,41.55,1482.501,53.8,27.9,83.38,3657.84,121.01
1/19/2019,1547856000,5314.78,236.7564,1982.64,1210.55,1282.11,41.55,1482.501,53.8,27.9,83.38,3728.57,124.52
1/20/2019,1547942400,5314.78,236.7564,1982.64,1210.55,1282.11,41.55,1482.501,53.8,27.9,83.38,3601.01,119.47
1/21/2019,1548028800,5314.78,236.7766,1982.64,1210.55,1280.47,41.55,1482.501,53.8,27.9,83.38,3576.03,117.16
1/22/2019,1548115200,5239.75,234.2756,1979.83,1207.72,1285.22,40.83,1457.454,52.57,27.56,80.86,3604.58,118.75
1/23/2019,1548201600,5251.29,234.4434,1978.93,1207.55,1282.72,41.25,1454.255,52.62,27.85,79.78,3585.12,117.45
1/24/2019,1548288000,5258.69,234.9854,1977.95,1209.41,1281.21,41.65,1464.406,53.13,27.97,80.55,3600.87,117.36
1/25/2019,1548374400,5303.51,237.2879,1982.43,1210.39,1305.25,42.2,1482.853,53.69,28.16,82.37,3599.77,116.38
1/26/2019,1548460800,5303.51,237.2879,1982.43,1210.39,1305.25,42.2,1482.853,53.69,28.16,82.37,3602.46,116.49
1/27/2019,1548547200,5303.51,237.2879,1982.43,1210.39,1305.25,42.2,1482.853,53.69,28.16,82.37,3583.97,113.41
1/28/2019,1548633600,5261.88,235.847,1980.75,1210.1,1303.36,41.76,1473.536,51.99,28.12,80.03,3470.45,106.59
1/29/2019,1548720000,5254.31,235.9391,1982.36,1209.95,1311.79,41.83,1471.448,53.31,28.18,80.07,3448.12,105.6
1/30/2019,1548806400,5336.6,238.3764,1986.64,1211.46,1319.91,42.74,1486.942,54.23,28.35,82.29,3486.18,108.91
1/31/2019,1548892800,5383.63,240.6099,1995.67,1215.15,1321.25,43.1,1499.419,53.79,28.28,83.6,3457.79,107.06
2/1/2019,1548979200,5389.19,240.7407,1998.17,1214.76,1317.98,42.76,1502.054,55.26,28.32,83.99,3487.95,107.61
2/2/2019,1549065600,5389.19,240.7407,1998.17,1214.76,1317.98,42.76,1502.054,55.26,28.32,83.99,3521.06,110.43
2/3/2019,1549152000,5389.19,240.7407,1998.17,1214.76,1317.98,42.76,1502.054,55.26,28.32,83.99,3464.01,107.49
2/4/2019,1549238400,5425.8,241.5418,2000.41,1215.49,1312.25,42.83,1517.536,54.56,27.99,84.34,3459.15,107.82
2/5/2019,1549324800,5451.4,243.0686,2007.31,1219.22,1315.32,43.42,1520.225,53.66,28.57,83.8,3466.36,107.44
2/6/2019,1549411200,5439.8,242.5419,2009.56,1218.81,1306.6,42.83,1518.021,54.01,28.32,84.28,3413.77,104.92
2/7/2019,1549497600,5389.69,240.2711,2003.43,1216.98,1310.11,42.4,1505.625,52.64,28.09,81.99,3399.47,104.54
2/8/2019,1549584000,5395.12,239.47,2001.5,1216.76,1314.29,42.16,1506.394,52.72,28.35,82.68,3666.78,119.27
2/9/2019,1549670400,5395.12,239.47,2001.5,1216.76,1314.29,42.16,1506.394,52.72,28.35,82.68,3671.2,119.43
2/10/2019,1549756800,5395.12,239.47,2001.5,1216.76,1314.29,42.16,1506.394,52.72,28.35,82.68,3690.19,124.81
2/11/2019,1549843200,5399,239.5697,2002.92,1216.23,1308.12,42.02,1518.982,52.41,28.35,83.08,3648.43,121.3
2/12/2019,1549929600,5468.98,242.2218,2008.21,1218.63,1310.8,42.37,1538.23,53.1,28.8,84.42,3653.53,122.57
2/13/2019,1550016000,5485.97,243.0371,2009.41,1217.53,1306.27,42.07,1542.943,53.9,28.72,84.43,3632.07,122.55
2/14/2019,1550102400,5473.33,242.4964,2009.56,1218.33,1312.57,42.15,1545.105,54.41,28.91,84.78,3616.88,121.39
2/15/2019,1550188800,5533.27,244.258,2012.74,1220.07,1322.49,42.09,1569.247,55.59,28.85,86.59,3620.81,122.1
2/16/2019,1550275200,5533.27,244.258,2012.74,1220.07,1322.49,42.09,1569.247,55.59,28.85,86.59,3629.79,123.26
2/17/2019,1550361600,5533.27,244.258,2012.74,1220.07,1322.49,42.09,1569.247,55.59,28.85,86.59,3673.84,133.6
2/18/2019,1550448000,5533.27,245.0578,2012.74,1220.07,1326.89,42.09,1569.247,55.59,28.85,86.59,3915.71,146.1
2/19/2019,1550534400,5541.98,245.4162,2014.94,1221.82,1340.94,42.42,1574.468,56.09,28.74,85.64,3947.09,145.35
2/20/2019,1550620800,5552.9,246.5826,2017.43,1222.16,1338.44,42.66,1581.661,56.92,28.6,85.3,3999.82,149.55
