DATES,Timestamp,S&P 500,All World Index,High Yield,HFRXGL Index,Gold,Emerging Markets,Russell 2000,Oil,Frontier Markets,Biotech,Bitcoin,Ethereum
9/30/2015,1443571200,3570.17,175.2824,1581.23,1181.26,1115.09,32.78,1100.688,45.09,25.14,62.25,236.06,0.738644
10/1/2015,1443657600,3577.47,176.0156,1577.98,1181.98,1113.61,32.96,1097.552,44.74,25.07,62.43,237.55,0.690215
10/2/2015,1443744000,3629.04,178.0827,1572.49,1183.34,1138.6,33.84,1114.12,45.54,25.3,65.48,237.29,0.678574
10/3/2015,1443830400,3629.04,178.0827,1572.49,1183.34,1138.6,33.84,1114.12,45.54,25.3,65.48,238.73,0.687171
10/4/2015,1443916800,3629.04,178.0827,1572.49,1183.34,1138.6,33.84,1114.12,45.54,25.3,65.48,238.26,0.668379
10/5/2015,1444003200,3695.61,181.4988,1583.87,1188.44,1135.75,34.57,1141.637,46.26,25.38,66,240.38,0.628643
10/6/2015,1444089600,3682.33,182.0096,1591.71,1188.04,1147.24,34.51,1133.691,48.53,25.33,63.22,246.06,0.650645
10/7/2015,1444176000,3713.36,183.7573,1603.94,1189.51,1145.54,35.43,1152.604,47.81,25.59,64.3,242.97,0.609388
10/8/2015,1444262400,3746.12,184.7266,1606.34,1192.49,1139.01,35.81,1163.244,49.43,25.88,63.65,242.3,0.621716
10/9/2015,1444348800,3748.96,185.9854,1615.24,1192.31,1156.53,35.94,1165.356,49.63,25.76,64.76,243.93,0.650628
10/10/2015,1444435200,3748.96,185.9854,1615.24,1192.31,1156.53,35.94,1165.356,49.63,25.76,64.76,244.94,0.627857
10/11/2015,1444521600,3748.96,185.9854,1615.24,1192.31,1156.53,35.94,1165.356,49.63,25.76,64.76,247.05,0.634963
10/12/2015,1444608000,3753.73,186.1744,1615.24,1191.27,1163.85,35.67,1164.405,47.1,25.88,63.98,245.31,0.62603
10/13/2015,1444694400,3728.48,184.6162,1613.25,1189.04,1168.84,35.09,1147.841,46.66,25.58,61.16,249.51,0.607655
10/14/2015,1444780800,3711.11,183.709,1612.05,1188.39,1184.13,35.36,1136.972,46.64,25.42,61.82,251.99,0.522968
10/15/2015,1444867200,3766.43,186.3195,1611.8,1191.33,1183.1,36.22,1162.771,46.38,25.86,66.31,254.32,0.561878
10/16/2015,1444953600,3783.64,187.1137,1616.31,1191.99,1177.3,36.25,1162.309,47.26,25.91,66.05,262.87,0.536495
10/17/2015,1445040000,3783.64,187.1137,1616.31,1191.99,1177.3,36.25,1162.309,47.26,25.91,66.05,270.64,0.547178
10/18/2015,1445126400,3783.64,187.1137,1616.31,1191.99,1177.3,36.25,1162.309,47.26,25.91,66.05,261.64,0.517734
10/19/2015,1445212800,3784.72,186.7941,1618.15,1192.54,1170.79,35.88,1164.296,45.89,25.65,66.56,263.44,0.489014
10/20/2015,1445299200,3779.44,186.4968,1622.04,1190.3,1176.04,35.87,1163.27,45.55,25.66,64.31,269.46,0.434829
10/21/2015,1445385600,3757.91,185.9248,1622.92,1187.09,1167.18,35.35,1144.948,45.2,25.66,64.33,266.27,0.447329
10/22/2015,1445472000,3820.49,187.5766,1621.53,1188.16,1166.05,36.08,1154.524,45.38,25.9,64.19,274.02,0.567702
10/23/2015,1445558400,3862.65,189.5311,1626.11,1193.54,1164.45,36.29,1166.058,44.6,26.01,65.67,276.5,0.539657
10/24/2015,1445644800,3862.65,189.5311,1626.11,1193.54,1164.45,36.29,1166.058,44.6,26.01,65.67,281.65,0.56359
10/25/2015,1445731200,3862.65,189.5311,1626.11,1193.54,1164.45,36.29,1166.058,44.6,26.01,65.67,283.68,0.616039
10/26/2015,1445817600,3855.29,189.3494,1625.94,1193.83,1163.04,35.96,1159.501,43.98,26.48,65.89,285.3,0.731317
10/27/2015,1445904000,3845.45,188.3689,1623.41,1193.77,1166.88,35.55,1145.291,43.2,26.2,67.33,293.79,0.869641
10/28/2015,1445990400,3891.34,190.1177,1624.63,1197.55,1156.1,35.14,1178.716,45.94,26.62,69.06,304.62,1
10/29/2015,1446076800,3890.04,189.0815,1624.73,1198.98,1145.97,34.81,1165.625,46.06,26.86,67.31,313.86,1.21
10/30/2015,1446163200,3871.33,189.0389,1624.7,1198.54,1142.11,34.87,1161.863,46.59,26.74,66.63,328.02,1.04
10/31/2015,1446249600,3871.33,189.0389,1624.7,1198.54,1142.11,34.87,1161.863,46.59,26.74,66.63,314.17,0.916627
11/1/2015,1446336000,3871.33,189.0389,1624.7,1198.54,1142.11,34.87,1161.863,46.59,26.74,66.63,325.43,1.06
11/2/2015,1446422400,3917.3,190.0309,1627.5,1201.8,1133.84,35.56,1186.091,46.14,26.71,70.98,361.19,0.989789
11/3/2015,1446508800,3928.05,190.4827,1630.03,1202.62,1117.79,36.03,1191.578,47.9,26.77,71.62,403.42,1.01
11/4/2015,1446595200,3915.52,190.3132,1629.93,1199.88,1107.9,35.74,1190.385,46.32,26.43,72.03,411.56,0.89905
11/5/2015,1446681600,3911.89,189.9522,1625.63,1198.79,1103.92,35.8,1190.689,45.2,26.7,70.74,386.35,0.895637
11/6/2015,1446768000,3910.98,189.0808,1619.31,1198.82,1089.8,35.3,1199.747,44.29,26.48,70.7,374.47,0.926032
11/7/2015,1446854400,3910.98,189.0808,1619.31,1198.82,1089.8,35.3,1199.747,44.29,26.48,70.7,386.48,0.927974
11/8/2015,1446940800,3910.98,189.0808,1619.31,1198.82,1089.8,35.3,1199.747,44.29,26.48,70.7,373.37,1.03
11/9/2015,1447027200,3873.37,187.6308,1613.14,1193.99,1092.31,34.42,1184.432,43.87,26.85,71.33,380.26,0.999278
11/10/2015,1447113600,3880.23,187.3233,1609.41,1194.34,1089.67,34.27,1187.697,44.21,26.54,71.08,336.82,0.934348
11/11/2015,1447200000,3867.71,187.4714,1609.41,1194.12,1086.26,34.34,1178.071,42.93,26.53,69.82,311.08,0.791829
11/12/2015,1447286400,3814.29,185.4775,1601.75,1188.95,1085.2,34.01,1154.809,41.75,26.2,68.32,338.15,0.895711
11/13/2015,1447372800,3771.59,183.4848,1596.26,1186.12,1083.91,33.54,1146.549,40.74,26.15,68.27,336.75,0.904096
11/14/2015,1447459200,3771.59,183.4848,1596.26,1186.12,1083.91,33.54,1146.549,40.74,26.15,68.27,332.91,0.888812
11/15/2015,1447545600,3771.59,183.4848,1596.26,1186.12,1083.91,33.54,1146.549,40.74,26.15,68.27,320.17,0.906368
11/16/2015,1447632000,3828.46,184.6546,1593.17,1187.36,1082.76,34.19,1156.083,41.74,26.389875,68.15,330.75,0.928962
11/17/2015,1447718400,3824.14,185.7675,1599.01,1189.02,1070.3,34.09,1153.21,40.67,25.94,68.65,335.09,1.01
11/18/2015,1447804800,3886.26,187.2962,1597.44,1191.09,1070.73,34.4591875,1171.75,40.75,26.04,70.68,334.59,0.993319
11/19/2015,1447891200,3882.06,188.5249,1591.82,1189.49,1082.21,34.77,1166.728,40.54,26,69.41,326.15,0.955532
11/20/2015,1447977600,3897.45,188.9023,1588.13,1190.36,1078.01,35.12,1175.151,40.39,26.03,69.58,322.02,0.92492
11/21/2015,1448064000,3897.45,188.9023,1588.13,1190.36,1078.01,35.12,1175.151,40.39,26.03,69.58,326.93,0.97614
11/22/2015,1448150400,3897.45,188.9023,1588.13,1190.36,1078.01,35.12,1175.151,40.39,26.03,69.58,324.54,0.968018
11/23/2015,1448236800,3892.8,188.303,1586.93,1189.57,1069.18,34.79,1180.359,41.75,25.8,70.72,323.05,0.946969
11/24/2015,1448323200,3897.67,188.0841,1583.99,1188.24,1075.65,34.97,1188.814,42.87,25.665,71,320.05,0.900191
11/25/2015,1448409600,3897.57,188.2635,1585.72,1190.2,1071.12,34.7,1198.015,43.04,25.39,72.45,328.21,0.863537
11/26/2015,1448496000,3897.57,188.9161,1585.72,1190.2,1072.33,34.7,1198.015,43.04,25.39,72.45,352.68,0.884183
11/27/2015,1448582400,3900.74,188.324,1585.97,1190.74,1057.45,33.94,1202.375,41.71,25.02,72.62,358.04,0.867951
11/28/2015,1448668800,3900.74,188.324,1585.97,1190.74,1057.45,33.94,1202.375,41.71,25.02,72.62,357.38,0.915703
11/29/2015,1448755200,3900.74,188.324,1585.97,1190.74,1057.45,33.94,1202.375,41.71,25.02,72.62,371.29,0.878614
11/30/2015,1448841600,3882.84,187.4781,1588.59,1189.89,1064.77,33.99,1198.111,41.65,25.25,72.29,377.32,0.873119
12/1/2015,1448928000,3924.63,189.3073,1592.25,1192.57,1069.29,34.25,1204.159,41.85,25.25,72.11,362.49,0.8748
12/2/2015,1449014400,3882.38,187.8539,1594.32,1191.97,1053.7,33.84,1191.686,39.94,25.73,71.7,359.19,0.82121
12/3/2015,1449100800,3826.74,186.0033,1588.66,1184.67,1062.11,33.65,1170.566,41.08,25.83,68.91,361.05,0.812143
12/4/2015,1449187200,3905.31,187.5028,1585,1185.31,1086.44,33.88,1183.397,39.97,25.92,70.29,363.18,0.840041
12/5/2015,1449273600,3905.31,187.5028,1585,1185.31,1086.44,33.88,1183.397,39.97,25.92,70.29,388.95,0.862438
12/6/2015,1449360000,3905.31,187.5028,1585,1185.31,1086.44,33.88,1183.397,39.97,25.92,70.29,388.78,0.8355
12/7/2015,1449446400,3878.31,186.5905,1578.69,1182.4,1071.34,33.317,1164.296,37.65,25.46,67.61,395.54,0.811264
12/8/2015,1449532800,3853.48,184.7341,1568.39,1179.58,1074.96,32.95,1159.397,37.51,25.35,69.06,415.56,0.822118
12/9/2015,1449619200,3823.9,184.1055,1566.93,1177.99,1072.78,32.68,1145.872,37.16,25.23,67.43,417.56,0.792167
12/10/2015,1449705600,3832.93,183.9295,1564.53,1177.62,1071.58,32.4591875,1149.023,36.76,25.38,68.15,415.48,0.840396
12/11/2015,1449792000,3759.09,180.9936,1547.68,1170.97,1074.77,31.55,1123.608,35.62,25,65.73,451.94,0.929762
12/12/2015,1449878400,3759.09,180.9936,1547.68,1170.97,1074.77,31.55,1123.608,35.62,25,65.73,435,0.976973
12/13/2015,1449964800,3759.09,180.9936,1547.68,1170.97,1074.77,31.55,1123.608,35.62,25,65.73,433.76,0.952884
12/14/2015,1450051200,3777.22,180.393,1526.98,1166.14,1059.86,32.06,1115.858,36.31,24.71,64.95,444.18,0.993022
12/15/2015,1450137600,3817.36,182.0193,1539.38,1169.92,1061.22,32.55,1131.552,37.35,24.72,66.81,465.32,1.01
12/16/2015,1450224000,3873.12,184.4727,1544.09,1173.66,1072.32,33.19,1148.974,35.52,24.97,69.74,454.93,0.991182
12/17/2015,1450310400,3815.46,183.3208,1543.53,1173.1,1051.1,32.76,1135.361,34.95,25.03,68.97,456.08,0.940701
12/18/2015,1450396800,3747.56,180.9777,1533,1168.2,1066.25,32.65,1121.02,34.73,24.79,69.2,463.62,0.920127
12/19/2015,1450483200,3747.56,180.9777,1533,1168.2,1066.25,32.65,1121.02,34.73,24.79,69.2,462.32,0.908072
12/20/2015,1450569600,3747.56,180.9777,1533,1168.2,1066.25,32.65,1121.02,34.73,24.79,69.2,442.68,0.903885
12/21/2015,1450656000,3777.15,181.5479,1532.39,1168.02,1078.4,32.4,1127.742,34.74,24.74,70,438.64,0.900771
12/22/2015,1450742400,3810.85,182.7525,1535.34,1170.68,1072.43,32.66,1137.686,36.14,24.81,69.6,436.57,0.864202
12/23/2015,1450828800,3858.47,185.0849,1541.14,1175.27,1070.5,33.12,1152.817,37.5,24.49,70.73,442.4,0.858077
12/24/2015,1450915200,3852.31,185.3591,1542.41,1175.69,1076.1,33,1154.757,38.1,24.42,70.88,454.98,0.863262
12/25/2015,1451001600,3852.31,185.2943,1542.41,1175.69,1076.1,33,1154.757,38.1,24.42,70.88,455.65,0.870363
12/26/2015,1451088000,3852.31,185.2943,1542.41,1175.69,1076.1,33,1154.757,38.1,24.42,70.88,417.27,0.854603
12/27/2015,1451174400,3852.31,185.2943,1542.41,1175.69,1076.1,33,1154.757,38.1,24.42,70.88,422.82,0.856365
12/28/2015,1451260800,3843.94,184.9311,1543.56,1173.12,1069.08,32.77,1148.213,36.81,25.05,69.72,422.28,0.845005
12/29/2015,1451347200,3885.55,186.4949,1547.21,1175.97,1069.11,32.8,1160.522,37.87,25,71.54,432.98,0.873054
12/30/2015,1451433600,3857.9,185.3985,1547.88,1175.93,1061.44,32.29,1149.643,36.6,24.78,70.86,426.62,0.911958
12/31/2015,1451520000,3821.6,184.0973,1548.58,1174.07,1061.1,32.19,1135.889,37.04,24.89,70.2,430.57,0.933542
1/1/2016,1451606400,3821.6,184.099,1548.58,1174.07,1061.1,32.19,1135.889,37.04,24.89,70.2,434.33,0.948024
1/2/2016,1451692800,3821.6,184.099,1548.58,1174.07,1061.1,32.19,1135.889,37.04,24.89,70.2,433.44,0.937124
1/3/2016,1451779200,3821.6,184.099,1548.58,1174.07,1061.1,32.19,1135.889,37.04,24.89,70.2,430.01,0.971905
1/4/2016,1451865600,3763.99,180.333,1543.44,1167.93,1074.61,31.31,1108.624,36.76,24.65,67.83,433.09,0.95448
1/5/2016,1451952000,3771.57,180.3244,1548.48,1168.45,1077.68,31.38,1110.439,35.97,24.62,67.22,431.96,0.950176
1/6/2016,1452038400,3723.44,178.108,1548.38,1165.2,1093.67,30.7791875,1094.366,33.97,24.4,64.35,429.11,0.95086
1/7/2016,1452124800,3635.29,174.2567,1542.36,1158.12,1108.97,29.83,1064.566,33.27,24.14,61.82,458.05,0.942005
1/8/2016,1452211200,3595.91,172.7988,1544.04,1156.5,1104.15,29.51,1046.202,33.16,23.72,60.51,453.23,0.986789
1/9/2016,1452297600,3595.91,172.7988,1544.04,1156.5,1104.15,29.51,1046.202,33.16,23.72,60.51,447.61,0.986833
1/10/2016,1452384000,3595.91,172.7988,1544.04,1156.5,1104.15,29.51,1046.202,33.16,23.72,60.51,447.99,0.999231
1/11/2016,1452470400,3598.97,172.0377,1539.82,1153.77,1094.2,29.5,1041.896,31.41,23.57,57.14,448.43,1.06
1/12/2016,1452556800,3627.06,172.4476,1536.94,1154.42,1086.56,29.56,1044.697,30.44,23.47,58.82,435.69,1.14
1/13/2016,1452643200,3536.92,170.856,1530.43,1150.12,1093.59,29.25,1010.187,30.48,22.85,54.74,432.37,1.13
1/14/2016,1452729600,3596.03,171.1924,1521.9,1148.04,1078.38,29.63,1025.667,31.2,22.97,56.86,430.31,1.19
1/15/2016,1452816000,3518.51,168.0753,1504.69,1144.21,1088.88,28.455,1007.725,29.42,22.5,55.1,364.33,1.21
1/16/2016,1452902400,3518.51,168.0753,1504.69,1144.21,1088.88,28.455,1007.725,29.42,22.5,55.1,387.54,1.22
1/17/2016,1452988800,3518.51,168.0753,1504.69,1144.21,1088.88,28.455,1007.725,29.42,22.5,55.1,382.3,1.33
1/18/2016,1453075200,3518.51,167.2509,1504.69,1144.21,1089.68,28.455,1007.725,29.42,22.5,55.1,387.17,1.43
1/19/2016,1453161600,3520.4,168.1415,1505.9,1140.01,1087.41,28.88,994.869,28.46,22.21,52.86,380.15,1.37
1/20/2016,1453248000,3479.75,164.7888,1484.43,1136.72,1100.92,28.25,999.315,26.55,21.88,55.14,420.23,1.53
1/21/2016,1453334400,3497.94,165.3159,1491.81,1136.84,1101.2,28.36,997.342,29.53,22.02,53.73,410.26,1.55
1/22/2016,1453420800,3568.9,169.71,1506.55,1141.63,1097.95,29.33,1020.66,32.19,22.47,55.31,382.49,1.5
1/23/2016,1453507200,3568.9,169.71,1506.55,1141.63,1097.95,29.33,1020.66,32.19,22.47,55.31,387.49,1.97
1/24/2016,1453593600,3568.9,169.71,1506.55,1141.63,1097.95,29.33,1020.66,32.19,22.47,55.31,402.97,2.14
1/25/2016,1453680000,3513.11,168.2668,1509.98,1138.95,1107.9,28.825,997.373,30.34,22.17,54.49,391.73,2.5
1/26/2016,1453766400,3562.81,169.5565,1511.83,1141.35,1119.91,29.25,1017.974,31.45,22.37,54.11,392.15,2.28
1/27/2016,1453852800,3524.33,169.31,1514.49,1137.71,1124.97,29.15,1002.747,32.3,22.29,51.65,394.97,2.39
1/28/2016,1453939200,3544.13,169.5899,1518.29,1136,1115.33,29.61,1003.273,33.22,22.63,49.71,380.29,2.53
1/29/2016,1454025600,3631.96,172.9943,1523.69,1141.61,1118.21,30.57,1035.381,33.62,22.95,50.55,379.47,2.49
1/30/2016,1454112000,3631.96,172.9943,1523.69,1141.61,1118.21,30.57,1035.381,33.62,22.95,50.55,378.26,2.45
1/31/2016,1454198400,3631.96,172.9943,1523.69,1141.61,1118.21,30.57,1035.381,33.62,22.95,50.55,368.77,2.31
2/1/2016,1454284800,3630.46,173.4531,1520.83,1142.26,1128.41,30.28,1032.388,31.62,23.15,50.96,373.06,2.21
2/2/2016,1454371200,3562.52,170.3764,1513.18,1138.87,1129.01,29.3,1008.835,29.88,22.95,49.135,374.45,2.44
2/3/2016,1454457600,3581.53,170.4336,1509.81,1136.14,1142.63,30.13,1010.298,32.28,23.03,49.37,369.95,2.53
2/4/2016,1454544000,3587.71,171.6576,1511.45,1135.68,1155.59,30.36,1014.789,31.72,23.37,50.38,389.59,2.58
2/5/2016,1454630400,3521.6,169.1617,1506.58,1131.83,1173.4,30.01,985.618,30.89,23.36,48.49,386.55,2.54
2/6/2016,1454716800,3521.6,169.1617,1506.58,1131.83,1173.4,30.01,985.618,30.89,23.36,48.49,376.52,2.53
2/7/2016,1454803200,3521.6,169.1617,1506.58,1131.83,1173.4,30.01,985.618,30.89,23.36,48.49,376.62,2.96
2/8/2016,1454889600,3472.08,166.5092,1488.09,1122.7,1189.23,29.6,969.338,29.69,23.29,45.81,373.45,3.18
2/9/2016,1454976000,3470.5,165.4256,1480.64,1120.93,1189.13,29.19,963.895,27.94,23.17,45.88,376.03,4.04
2/10/2016,1455062400,3471.04,165.2846,1485.45,1122.43,1197.12,29.31,963.481,27.45,23.08,46.05,381.65,4.44
2/11/2016,1455148800,3428.99,163.1298,1468.74,1117.45,1246.7,28.82,953.715,26.21,22.87,45.73,379.65,6.01
2/12/2016,1455235200,3496.28,164.8556,1477.2,1120.3,1237.97,29.32,971.99,29.44,23.268875,47.05,384.26,5.55
2/13/2016,1455321600,3496.28,164.8556,1477.2,1120.3,1237.97,29.32,971.99,29.44,23.268875,47.05,391.86,5.39
2/14/2016,1455408000,3496.28,164.8556,1477.2,1120.3,1237.97,29.32,971.99,29.44,23.268875,47.05,407.23,5.24
2/15/2016,1455494400,3496.28,166.9601,1477.2,1120.3,1209.3,29.32,971.99,29.44,23.268875,47.05,400.18,5.29
2/16/2016,1455580800,3555.2,168.6959,1485.51,1125.09,1200.44,29.97,995.802,29.04,23.52,48.97,407.49,4.32
2/17/2016,1455667200,3614.16,171.2474,1497.43,1128.9,1208.5,30.56,1011.133,30.66,23.64,50.95,416.32,3.76
2/18/2016,1455753600,3597.49,171.4522,1503.8,1130.02,1230.87,30.38,1004.706,30.77,23.489875,49.17,422.37,4.4
2/19/2016,1455840000,3597.92,170.8138,1500.02,1129.63,1226.8,30.24,1010.011,29.64,23.61,50.12,420.79,4.74
2/20/2016,1455926400,3597.92,170.8138,1500.02,1129.63,1226.8,30.24,1010.011,29.64,23.61,50.12,437.16,4.34
2/21/2016,1456012800,3597.92,170.8138,1500.02,1129.63,1226.8,30.24,1010.011,29.64,23.61,50.12,438.8,4.65
2/22/2016,1456099200,3649.92,172.9982,1507.82,1132.59,1208.63,30.99,1021.736,31.48,23.86,50.66,437.75,5.62
2/23/2016,1456185600,3604.68,171.1649,1507.94,1131.43,1226.85,30.33,1012.151,31.87,23.66,48.24,420.74,5.59
2/24/2016,1456272000,3620.87,170.3867,1504.04,1132.18,1228.75,30.26,1022.077,32.15,23.93,48.76,424.95,6.24
2/25/2016,1456358400,3662.84,172.3416,1512.65,1135.94,1232.91,30.36,1031.576,33.07,23.87,48.55,424.54,6.1
2/26/2016,1456444800,3656.42,172.5134,1523.78,1137.3,1223.46,30.06,1037.183,32.78,23.9,49.4,432.15,5.92
2/27/2016,1456531200,3656.42,172.5134,1523.78,1137.3,1223.46,30.06,1037.183,32.78,23.9,49.4,432.52,6.43
2/28/2016,1456617600,3656.42,172.5134,1523.78,1137.3,1223.46,30.06,1037.183,32.78,23.9,49.4,433.5,6.47
2/29/2016,1456704000,3627.06,171.8035,1532.4,1137.96,1238.67,30.32,1033.901,33.75,23.91,47.9,437.7,6.34
3/1/2016,1456790400,3713.7,174.9109,1545.98,1142.16,1232.15,31.4,1054.494,34.4,24.3,50.21,435.12,7.65
3/2/2016,1456876800,3729.59,176.5749,1555.62,1143.5,1239.98,31.82,1065.673,34.66,24.46,52.3,423.99,8.47
3/3/2016,1456963200,3743.02,177.8967,1560.62,1144.79,1264.25,32.18,1076.048,34.57,24.58,51.72,421.65,9.29
3/4/2016,1457049600,3755.47,179.1197,1571.68,1146.84,1258.95,32.82,1081.935,35.92,24.61,51.94,410.94,10.41
3/5/2016,1457136000,3755.47,179.1197,1571.68,1146.84,1258.95,32.82,1081.935,35.92,24.61,51.94,400.57,11
3/6/2016,1457222400,3755.47,179.1197,1571.68,1146.84,1258.95,32.82,1081.935,35.92,24.61,51.94,407.71,11.38
3/7/2016,1457308800,3759.05,179.1824,1576.75,1147.21,1267.33,32.77,1094.146,37.9,24.63,53.8,414.32,9.55
3/8/2016,1457395200,3717.49,177.6387,1575.32,1141.5,1261.44,32.21,1067.878,36.5,24.37,50.99,413.97,9.85
3/9/2016,1457481600,3736.92,178.1263,1572.44,1144.51,1253.23,32.41,1072.765,38.29,24.56,50.52,414.86,11.9
3/10/2016,1457568000,3737.74,178.0799,1577.75,1142.58,1272.25,32.46,1063.989,37.84,24.46,49.65,417.13,11.31
3/11/2016,1457654400,3800.07,181.2492,1590.08,1147.52,1249.45,33.14,1087.557,38.5,24.6,51.31,421.69,11.08
3/12/2016,1457740800,3800.07,181.2492,1590.08,1147.52,1249.45,33.14,1087.557,38.5,24.6,51.31,411.62,13.53
3/13/2016,1457827200,3800.07,181.2492,1590.08,1147.52,1249.45,33.14,1087.557,38.5,24.6,51.31,414.07,14.48
3/14/2016,1457913600,3795.53,181.447,1594.14,1147.58,1235.27,32.94,1084.25,37.18,24.3,51.9,416.44,12.45
3/15/2016,1458000000,3788.62,180.3264,1589.12,1143.04,1232.38,32.47,1066.666,36.34,24.08,48.9,416.83,13.01
3/16/2016,1458086400,3810.09,180.5801,1586.96,1145.42,1262.57,33.12,1074.511,38.46,24.23,48.31,417.01,12.52
3/17/2016,1458172800,3835.26,183.3453,1597.1,1146.78,1257.97,33.85,1091.253,40.2,24.53,48.46,420.62,11.08
3/18/2016,1458259200,3852.15,183.8391,1606.54,1147.91,1255.4,34.0285,1101.673,39.44,24.5,49.65,409.55,11
3/19/2016,1458345600,3852.15,183.8391,1606.54,1147.91,1255.4,34.0285,1101.673,39.44,24.5,49.65,410.44,10.53
3/20/2016,1458432000,3852.15,183.8391,1606.54,1147.91,1255.4,34.0285,1101.673,39.44,24.5,49.65,413.76,10.32
3/21/2016,1458518400,3855.97,183.718,1609.14,1148.38,1243.75,34.1,1098.578,39.91,24.46,50.83,413.31,11.86
3/22/2016,1458604800,3853.18,183.753,1607.16,1151.02,1248.32,34.02,1097.339,41.45,24.4,52.5,418.09,11.27
3/23/2016,1458691200,3828.58,182.33,1604.76,1149.09,1220.11,33.44,1075.699,39.79,24.52,49.87,418.04,12.42
3/24/2016,1458777600,3827.14,181.2574,1595.02,1148.31,1216.82,33.36,1079.537,39.46,24.4,50.05,416.39,11.23
3/25/2016,1458864000,3827.14,181.379,1595.02,1148.31,1217.05,33.36,1079.537,39.46,24.4,50.05,417.18,10.74
3/26/2016,1458950400,3827.14,181.379,1595.02,1148.31,1217.05,33.36,1079.537,39.46,24.4,50.05,417.95,10.97
3/27/2016,1459036800,3827.14,181.379,1595.02,1148.31,1217.05,33.36,1079.537,39.46,24.4,50.05,426.77,10.42
3/28/2016,1459123200,3829.26,181.7904,1593.74,1147.74,1221.71,33.47,1080.231,39.39,24.67,49.4,424.23,11.67
3/29/2016,1459209600,3863.8,182.7926,1588.66,1150.42,1242.2,33.93,1109.082,38.28,24.6,50.58,416.52,11.66
3/30/2016,1459296000,3881.01,184.9437,1596.51,1152.35,1225.02,34.28,1110.442,38.32,24.58,50.17,414.82,11.95
3/31/2016,1459382400,3873.11,184.5358,1600.51,1152.07,1232.75,34.25,1114.028,38.34,24.57,51.66,416.73,11.4
4/1/2016,1459468800,3897.66,183.518,1600.35,1152.61,1222.6,34.15,1117.684,36.79,24.76,53.16,417.96,11.66
4/2/2016,1459555200,3897.66,183.518,1600.35,1152.61,1222.6,34.15,1117.684,36.79,24.76,53.16,420.87,11.6
4/3/2016,1459641600,3897.66,183.518,1600.35,1152.61,1222.6,34.15,1117.684,36.79,24.76,53.16,420.9,11.62
4/4/2016,1459728000,3886,183.6115,1603.23,1152.57,1215.43,33.74,1108.541,35.7,24.6,53.87,421.44,11.16
4/5/2016,1459814400,3846.59,181.069,1599.08,1147.85,1231.35,33.08,1095.854,35.89,24.53,53.81,424.03,10.44
4/6/2016,1459900800,3888.41,182.5097,1604.33,1150.53,1222.47,33.48,1108.813,37.75,24.43,57.59,423.41,10.69
4/7/2016,1459987200,3841.98,181.3742,1603.26,1147.86,1240.45,32.81,1092.785,37.26,24.23,56.81,422.74,10.07
4/8/2016,1460073600,3852.72,182.6118,1607.6,1148.62,1240.69,33.38,1097.314,39.72,24.25,55.84,420.35,9.72
4/9/2016,1460160000,3852.72,182.6118,1607.6,1148.62,1240.69,33.38,1097.314,39.72,24.25,55.84,419.41,9.15
4/10/2016,1460246400,3852.72,182.6118,1607.6,1148.62,1240.69,33.38,1097.314,39.72,24.25,55.84,421.56,8.94
4/11/2016,1460332800,3842.17,182.7946,1611.15,1148.5,1257.88,33.81,1094.342,40.36,24.2,54.46,422.48,8.64
4/12/2016,1460419200,3879.42,184.1693,1616.95,1149.68,1255.63,34.33,1105.713,42.17,24.63,54.99,425.19,7.44
4/13/2016,1460505600,3918.95,186.6939,1628.2,1154.63,1242.47,34.94,1129.926,41.76,24.71,56.32,423.73,8.04
4/14/2016,1460592000,3920.03,187.3277,1632.44,1154,1227.89,34.77,1128.589,41.5,24.9,56.6591875,424.28,8.39
4/15/2016,1460678400,3916.17,187.2115,1632.58,1154.45,1233.99,34.57,1130.923,40.36,24.77,56.58,429.71,8.24
4/16/2016,1460764800,3916.17,187.2115,1632.58,1154.45,1233.99,34.57,1130.923,40.36,24.77,56.58,430.57,8.61
4/17/2016,1460851200,3916.17,187.2115,1632.58,1154.45,1233.99,34.57,1130.923,40.36,24.77,56.58,427.4,9.31
4/18/2016,1460937600,3941.86,187.6403,1632.49,1154.55,1232.49,34.73,1139.278,39.78,24.75,57.37,428.59,9.04
4/19/2016,1461024000,3954.01,189.6191,1642.83,1158.58,1250.19,35.26,1140.233,41.08,25.03,56.27,435.51,8.71
4/20/2016,1461110400,3957.25,189.7643,1649.86,1159.09,1244.25,35.1,1142.294,42.63,25.15,56.32,441.39,8.47
4/21/2016,1461196800,3936.8,189.4162,1651.02,1158.86,1248.05,34.75,1135.77,43.18,25.03,57.4,449.42,8.1
4/22/2016,1461283200,3937,188.8037,1650.56,1158.96,1233.03,34.54,1146.69,43.73,24.94,57.86,445.74,7.82
4/23/2016,1461369600,3937,188.8037,1650.56,1158.96,1233.03,34.54,1146.69,43.73,24.94,57.86,450.28,8.29
4/24/2016,1461456000,3937,188.8037,1650.56,1158.96,1233.03,34.54,1146.69,43.73,24.94,57.86,458.55,8
4/25/2016,1461542400,3929.88,188.3248,1649.12,1156.74,1237.97,34.3191875,1138.098,42.64,24.86,57.6,461.43,7.55
4/26/2016,1461628800,3937.23,188.7209,1651.67,1157.75,1243.4,34.69,1150.728,44.04,24.97,56.05,466.09,7.4
