open,close,low,high,period
314.2300000000000000,307.3500000000000000,294.6700000000000000,315.1900000000000000,2019-07-18 17:00:00
307.3500000000000000,324.0700000000000000,304.7100000000000000,343.4800000000000000,2019-07-19 17:00:00
324.1300000000000000,320.7100000000000000,310.4100000000000000,332.2900000000000000,2019-07-20 17:00:00
320.7700000000000000,310.5800000000000000,300.0000000000000000,324.8300000000000000,2019-07-21 17:00:00
310.6800000000000000,298.0500000000000000,291.3400000000000000,316.0000000000000000,2019-07-22 17:00:00
297.7900000000000000,302.2500000000000000,282.1600000000000000,309.0800000000000000,2019-07-23 17:00:00
302.1900000000000000,302.3000000000000000,293.9600000000000000,312.1800000000000000,2019-07-24 17:00:00
302.3800000000000000,317.1600000000000000,294.1900000000000000,325.4100000000000000,2019-07-25 17:00:00
317.1100000000000000,305.3700000000000000,298.2100000000000000,324.8400000000000000,2019-07-26 17:00:00
305.6000000000000000,311.1600000000000000,290.4400000000000000,312.7700000000000000,2019-07-27 17:00:00
311.2900000000000000,305.8000000000000000,301.7700000000000000,315.3500000000000000,2019-07-28 17:00:00
305.7000000000000000,318.1400000000000000,302.2100000000000000,324.7500000000000000,2019-07-29 17:00:00
318.1800000000000000,328.7500000000000000,317.4800000000000000,337.7200000000000000,2019-07-30 17:00:00
328.6600000000000000,328.8000000000000000,317.7900000000000000,330.7400000000000000,2019-07-31 17:00:00
328.9200000000000000,327.8500000000000000,318.7900000000000000,334.2600000000000000,2019-08-01 17:00:00
327.8500000000000000,335.6300000000000000,326.1100000000000000,349.8900000000000000,2019-08-02 17:00:00
335.5900000000000000,335.1900000000000000,328.1200000000000000,338.6200000000000000,2019-08-03 17:00:00
335.0100000000000000,347.7700000000000000,335.0100000000000000,355.9100000000000000,2019-08-04 17:00:00
347.7200000000000000,336.0200000000000000,330.2500000000000000,355.0000000000000000,2019-08-05 17:00:00
335.8100000000000000,338.3400000000000000,330.1200000000000000,346.8300000000000000,2019-08-06 17:00:00
338.3600000000000000,333.6200000000000000,325.7800000000000000,339.9900000000000000,2019-08-07 17:00:00
333.7700000000000000,331.4100000000000000,330.6400000000000000,335.3400000000000000,2019-08-08 17:00:00
345.0100000000000000,348.1100000000000000,342.6300000000000000,353.1200000000000000,2019-08-12 17:00:00
348.1000000000000000,311.7400000000000000,305.5100000000000000,360.0000000000000000,2019-08-13 17:00:00
311.8500000000000000,314.3800000000000000,298.1300000000000000,322.7600000000000000,2019-08-14 17:00:00
314.3800000000000000,308.4600000000000000,297.6300000000000000,315.9200000000000000,2019-08-15 17:00:00
308.4200000000000000,306.6200000000000000,300.0900000000000000,312.5200000000000000,2019-08-16 17:00:00
306.6700000000000000,317.2200000000000000,302.2100000000000000,325.0000000000000000,2019-08-17 17:00:00
317.1100000000000000,324.9400000000000000,312.6200000000000000,328.6000000000000000,2019-08-18 17:00:00
324.9100000000000000,315.3900000000000000,311.1600000000000000,326.0400000000000000,2019-08-19 17:00:00
315.5700000000000000,303.9300000000000000,288.2600000000000000,316.2900000000000000,2019-08-20 17:00:00
304.2800000000000000,311.8000000000000000,293.8000000000000000,315.8800000000000000,2019-08-21 17:00:00
311.7900000000000000,315.6400000000000000,305.0000000000000000,318.5100000000000000,2019-08-22 17:00:00
315.4700000000000000,305.2500000000000000,298.4600000000000000,316.3600000000000000,2019-08-23 17:00:00
305.6900000000000000,305.5200000000000000,300.5700000000000000,312.3400000000000000,2019-08-24 17:00:00
305.5800000000000000,311.0200000000000000,304.6200000000000000,315.0000000000000000,2019-08-25 17:00:00
311.2900000000000000,308.3900000000000000,303.3900000000000000,313.5000000000000000,2019-08-26 17:00:00
308.5900000000000000,292.0800000000000000,285.0000000000000000,310.2000000000000000,2019-08-27 17:00:00
291.8700000000000000,279.9400000000000000,275.4100000000000000,292.1000000000000000,2019-08-28 17:00:00
280.1100000000000000,278.9300000000000000,269.8700000000000000,284.4000000000000000,2019-08-29 17:00:00
278.7500000000000000,278.8700000000000000,270.0000000000000000,285.1500000000000000,2019-08-30 17:00:00
279.0400000000000000,280.7000000000000000,272.8200000000000000,283.4700000000000000,2019-08-31 17:00:00
280.7000000000000000,292.8400000000000000,279.1800000000000000,304.1900000000000000,2019-09-01 17:00:00
292.9400000000000000,300.2400000000000000,292.2500000000000000,306.3800000000000000,2019-09-02 17:00:00
300.3200000000000000,294.1500000000000000,291.8700000000000000,301.6000000000000000,2019-09-03 17:00:00
293.9400000000000000,292.5300000000000000,285.0700000000000000,296.0000000000000000,2019-09-04 17:00:00
292.5100000000000000,286.4900000000000000,278.5600000000000000,301.7700000000000000,2019-09-05 17:00:00
286.4100000000000000,299.6200000000000000,283.8500000000000000,305.1800000000000000,2019-09-06 17:00:00
299.6700000000000000,306.3400000000000000,293.2100000000000000,310.9200000000000000,2019-09-07 17:00:00
306.3400000000000000,304.2400000000000000,297.5400000000000000,312.8400000000000000,2019-09-08 17:00:00
304.1300000000000000,304.1800000000000000,298.9200000000000000,311.0500000000000000,2019-09-09 17:00:00
304.0400000000000000,299.0500000000000000,291.8800000000000000,307.6100000000000000,2019-09-10 17:00:00
299.1100000000000000,300.0100000000000000,294.6600000000000000,301.9000000000000000,2019-09-11 17:00:00
300.0200000000000000,298.1700000000000000,294.4100000000000000,300.4800000000000000,2019-09-12 17:00:00
